appid,name,price,recommendations,metacritic,controller_support,developers,publishers,platforms_windows,platforms_mac,platforms_linux,release_date,minimum_req,recommended_req,categories,genres,header_image
3181890,Cat Island Petrichor,Free,N/A,N/A,N/A,LuminousNote,"Mango Party, Mango Council, Mango Party News",True,False,False,Q3 2025,"{'OS *': 'Windows 7', 'Processor': 'Intel® Core™ 2 Duo E6600 or AMD Phenom™ X3 8750', 'Graphics': 'DX10, DX11, DX12 capable.'}",{},"['Single-player', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'RPG']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3181890/header.jpg?t=1736412394
1964540,Isolate ME!,$2.99,N/A,N/A,N/A,LBeastwood,LBeastwood,True,False,False,"Aug 29, 2022","{'OS': 'Windows 10', 'Processor': 'Intel Core 2 Duo', 'Memory': '1000 MB RAM', 'DirectX': 'Version 11', 'Storage': '200 MB available space'}",{'DirectX': 'Version 12'},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Action', 'Casual', 'Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1964540/header.jpg?t=1661787340
1366560,MiLE HiGH TAXi,$16.99,N/A,N/A,full,Cassius John-Adams,Cassius John-Adams,True,True,True,"Mar 13, 2023","{'OS': 'Windows 10', 'Processor': 'Core i3', 'Memory': '8 GB RAM', 'Graphics': 'Nvidia GTX 680 (30fps+) Will run as low as Intel UHD-630', 'DirectX': 'Version 11', 'Storage': '3 GB available space', 'Additional Notes': ""I've gotten the game to run on hardware as low as Intel UHD 640 at 30fps. Mileage may vary""}","{'OS': 'Windows 10', 'Processor': 'Core i5', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060 (60fps+)', 'DirectX': 'Version 11', 'Storage': '3 GB available space'}","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Indie', 'Racing', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1366560/header.jpg?t=1702737846
2595220,SGS Battle For: Dien Bien Phu,$24.99,N/A,N/A,N/A,Strategy Game Studio,Avalon Digital,True,True,False,"Feb 26, 2025","{'OS': 'Windows 10+', 'Processor': '2.5 GHz Intel Dual Core', 'Memory': '4 GB RAM', 'Graphics': '512 MB NVIDIA GeForce 9600 or equivalent', 'DirectX': 'Version 9.0', 'Storage': '2 GB available space', 'Sound Card': 'DirectX Compatible'}","{'OS': 'Windows 10 or higher', 'Processor': '2.5 GHz Intel Dual Core', 'Memory': '8 GB RAM', 'Graphics': '1024 MB DirectX 11 compatible', 'DirectX': 'Version 11', 'Storage': '4 GB available space', 'Sound Card': 'DirectX 11+ Compatible'}","['Single-player', 'Multi-player', 'PvP', 'Remote Play Together', 'Family Sharing']",['Strategy'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2595220/header.jpg?t=1742829522
2335740,Jeff: The Hungry Fish,$0.99,N/A,N/A,N/A,AQMeg,AQMeg,True,True,True,"Aug 31, 2023","{'OS *': 'WIndow 7', 'Processor': 'dual core 2.00GHz', 'Memory': '2 GB RAM', 'Graphics': 'intel hd 520', 'Storage': '300 MB available space'}","{'OS': 'Window 10', 'Processor': 'i5', 'Memory': '8 GB RAM', 'Graphics': 'GeForce GTX 660', 'Storage': '300 MB available space'}","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Action', 'Casual', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2335740/header.jpg?t=1696843774
3342170,Animal Workforce: Idle Tycoon Clicker,$4.99,N/A,N/A,N/A,PixelTapStudio,PixelTapStudio,True,False,False,"Nov 30, 2024","{'OS *': 'Windows 7 or above', 'Processor': '2.33GHz or faster x86-compatible processor, or Intel Atom™ 1.6GHz', 'Memory': '512 MB RAM', 'Graphics': 'Any', 'Storage': '150 MB available space', 'Additional Notes': 'This game has no microtransactions and it is fully operational without internet access.'}",{},"['Single-player', 'Steam Achievements', 'Stats', 'Family Sharing']","['Casual', 'Indie', 'Simulation', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3342170/header.jpg?t=1732955113
2334060,The Willow Man,$6.99,N/A,N/A,N/A,Richard Letran,Richard Letran,True,False,False,"Oct 22, 2023","{'OS *': 'Windows 8/8.1/10 (64bit)', 'Processor': 'Intel Core2 Duo and 2.0GHZ or better', 'Memory': '4 GB RAM', 'Graphics': 'DirectX 9/OpenGL 4.1 capable GPU', 'DirectX': 'Version 9.0', 'Storage': '1 GB available space'}","{'OS *': 'Windows 8/8.1/10 (64bit)', 'Processor': 'Intel Core2 Duo and 2.0GHZ or better', 'Memory': '8 GB RAM', 'Graphics': 'DirectX 9/OpenGL 4.1 capable GPU / Nvidia Geforce GTX750 or better', 'DirectX': 'Version 9.0', 'Storage': '1 GB available space'}","['Single-player', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2334060/8fbbaa6d6ae02fde248b499b08ac55ac55c68ab2/header.jpg?t=1741389762
980760,GoodColor,$4.99,N/A,N/A,N/A,Arational Entertainment,Arational Entertainment,True,True,False,"Dec 17, 2018","{'OS': 'Windows 10', 'Processor': '64 bit processor', 'Memory': '1 GB RAM', 'Storage': '136 MB available space', 'Additional Notes': 'Should run without issue on any out-of-the-box 64-bit Windows 10 system'}",{},[],"['Animation & Modeling', 'Design & Illustration', 'Photo Editing', 'Utilities', 'Video Production', 'Web Publishing', 'Game Development']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/980760/header.jpg?t=1723143090
2590830,Blackjack Simulator 2024,$2.99,N/A,N/A,N/A,FlagmanJeremy,FlagmanJeremy,True,False,False,"Sep 25, 2023","{'OS *': 'Windows 7+', 'Processor': 'Intel Pentium 4', 'Additional Notes': '1920x1080 Resolution Recommended'}",{},"['Single-player', 'Steam Achievements', 'Family Sharing']","['Indie', 'Simulation']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2590830/header.jpg?t=1738735710
2330770,Flowball,Free,N/A,N/A,N/A,"Branden Hammann, Austin Davidson",Wizard Kings,True,False,False,"Feb 16, 2024","{'OS *': 'Windows 7 (64 bit) or Newer (64 bit) Windows OS', 'Processor': '2.5 GHz Dual Core', 'Memory': '4 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 760, AMD Radeon R9 270X, or better', 'Storage': '5 GB available space'}",{},['Single-player'],['Indie'],https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2330770/header.jpg?t=1708309568
3535980,Kiloton: Black Company,Free,N/A,N/A,N/A,Smugpire,Smugpire,True,False,False,Q2 2025,"{'Memory': '1 GB RAM', 'Storage': '200 MB available space'}",{},"['Single-player', 'Family Sharing']","['Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/3535980/9606ebf377bd82c4ab1b6a032f131d57c3f29d47/header.jpg?t=1743022913
2206340,Aokana - Four Rhythms Across the Blue - EXTRA2,$24.99,1151,N/A,N/A,"sprite, NekoNyan Ltd.","NekoNyan Ltd., HIKARI FIELD",True,False,False,"Dec 16, 2022","{'OS *': 'Windows 7 or newer', 'Processor': '1.7 GHz or above', 'Memory': '1 GB RAM', 'Graphics': '1GB VRAM', 'Storage': '3 GB available space', 'Sound Card': 'PCM'}",{},"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Adventure', 'Casual', 'Sports']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2206340/header.jpg?t=1724439926
1056350,Wizard Warfare,$6.99,N/A,N/A,N/A,Psyanotek Limited,Psyanotek Limited,True,False,False,"Dec 13, 2019","{'OS *': 'Windows 7 Service Pack 1 or later', 'Processor': '2.2 GHz Dual Core Processor', 'Memory': '2 GB RAM', 'DirectX': 'Version 10', 'Storage': '200 MB available space'}",{},"['Single-player', 'Family Sharing']","['Indie', 'Strategy']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1056350/header.jpg?t=1727221403
2417480,Madness in the dark,Free,N/A,N/A,N/A,Enfain,Enfain,True,False,False,Q1 2026,"{'OS': 'Windows 10', 'Processor': 'Intel Core i5-8300H', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1050', 'Storage': '15 GB available space', 'Sound Card': 'DirectX 11 sound device'}","{'OS': 'Windows 10', 'Processor': 'Intel Core i5-8300H', 'Memory': '8 GB RAM', 'Graphics': 'NVIDIA GeForce GTX 1060', 'Storage': '15 GB available space', 'Sound Card': 'DirectX 11 sound device'}","['Single-player', 'Family Sharing']","['Action', 'Adventure', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2417480/header.jpg?t=1738917074
1196320,Blood Scrolls,$1.99,N/A,N/A,full,Adrien E. Brown,Sirbrownie_Games,True,False,False,"Dec 11, 2019","{'OS *': 'Windows 7', 'Processor': 'Intel or AMD Dual Core CPU', 'Memory': '2 GB RAM', 'Graphics': 'Intel HD Graphics or AMD (formerly ATI) Radeon HD Graphics (Discrete): Nvidia GeForce 9600 GT or AMD Radeon HD 2400', 'DirectX': 'Version 9.0', 'Storage': '80 MB available space'}",{},"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Full controller support', 'Family Sharing']","['Action', 'Indie']",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1196320/header.jpg?t=1576086432
